,co_code,company_name,co_industry_type,co_industry_gp_code,co_industry_name,nic_prod_code,nic_name
2155,82628,GLORIA LEASING LTD.,1.0,101040401000000.0,Wholesale trading,46411.0,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
2156,82652,GLORY CHEMICALS LTD.,1.0,101012035000000.0,Organic chemicals,20119.0,Manufacture of organic and inorganic chemical compounds n.e.c.
2157,82665,GLORY FILMS LTD.,1.0,101012045050000.0,Plastic films & flexible packaging,22201.0,"Manufacture of semi-finished of plastic products (plastic plates, sheets, blocks, film, foil, strip etc.)"
2158,82686,GLOSTER LTD. [MERGED],1.0,101011590000000.0,Other textiles,13135.0,"Finishing of jute, mesta and other vegetable textiles fabrics"
2159,82751,GOA AGRO OIL LTD.,1.0,101011101200000.0,Vegetable oils & products,10402.0,Manufacture of vegetable oils and fats excluding corn oil
2160,82760,GOA CARBON LTD.,1.0,101012050010000.0,Refinery,19209.0,"Manufacture of other petroleum n.e.c. (includes Manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals)"
2161,82769,GOA ELECTRICALS & FANS LTD. [MERGED],1.0,101012525900000.0,Other domestic appliances,27503.0,Manufacture of electric fans (except exhaust fans)
2162,82775,GOA FRUIT SPECIALITIES LTD.,1.0,101011101701000.0,Processed foods,10304.0,"Manufacture of fruit or vegetable juices and their concentrates, squashes and powder"
2163,82905,GODAVARI CERAMICS LTD.,1.0,101013015000000.0,Ceramic products,23939.0,Manufacture of ceramic products n.e.c.
2164,82913,GODAVARI DRUGS LTD.,1.0,101012030000000.0,Drugs & pharmaceuticals,21001.0,"Manufacture  of  medicinal  substances  used  in  the  manufacture  of pharmaceuticals: antibiotics, endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and plasmas; salicylic acid, its salts and esters; glycosides and vegetable alkaloids; chemically pure suger etc."
2165,82919,GODAVARI FERTILISERS & CHEMICALS LTD. [MERGED],1.0,101012015000000.0,Fertilisers,20122.0,"Manufacture of straight mixed, compound or complex inorganic fertilizers"
2166,82982,GODFREY PHILLIPS INDIA LTD.,1.0,101011105000000.0,Tobacco products,12003.0,"Manufacture of cigarettes, cigarette tobacco"
2167,83010,GODREJ AGROVET LTD.,1.0,101011101200000.0,Vegetable oils & products,10809.0,Manufacture of other animal feeds n.e.c.
2168,83013,GODREJ CONSUMER PRODUCTS LTD.,1.0,101016000000000.0,Diversified manufacturing,34.0,Diversified
2169,83015,WADALA COMMODITIES LTD. [MERGED],1.0,101040401000000.0,Wholesale trading,46691.0,"Wholesale of industrial chemicals,"
2170,83018,GODREJ INDUSTRIES LTD.,1.0,101012035000000.0,Organic chemicals,20119.0,Manufacture of organic and inorganic chemical compounds n.e.c.
2171,83025,GODREJ PROPERTIES LTD.,1.0,101060209000000.0,Other construction & allied activities,41001.0,Construction of buildings carried out on own-account basis or on a fee or contract basis
2172,83030,GODRICH FINANCE & SECURITIES LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
2173,83143,GOENKA BUSINESS & FINANCE LTD.,2.0,102040000000000.0,Other fund based financial services,64990.0,"Other financial service activities, except insurance and pension funding activities, n.e.c."
2174,83183,FEDERAL-MOGUL GOETZE (INDIA) LTD.,1.0,101014502059000.0,Other automobile ancillaries,2811.0,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines"
2175,83200,GOGIA CAPITAL SERVICES LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
2176,83223,GOIEX MICHIO SUDO LTD.,1.0,101012045010000.0,"Plastic tubes, pipes, fittings & sheets",22201.0,"Manufacture of semi-finished of plastic products (plastic plates, sheets, blocks, film, foil, strip etc.)"
2177,83294,GOKUL REFOILS & SOLVENT LTD.,1.0,101040401000000.0,Wholesale trading,46305.0,"Wholesale of edible oils, fats, sugar and processed/manufactured spices etc."
2178,83426,GOLD MULTIFAB LTD.,1.0,101011590000000.0,Other textiles,13921.0,"Manufacture of curtains, bed covers and furnishings"
2179,83435,GOLD ROCK INVESTMENTS LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
2180,83447,GOLDSTAR POWER LTD.,1.0,101014502051500.0,Storage batteries,27201.0,"Manufacture of primary cells and primary batteries nd rechargable batteries, cells containing manganese oxide, mercuric oxide silver oxide or other material"
2181,83466,GOLD STAR STRAW PRODUCTS LTD.,1.0,101015001050000.0,Paper & newsprint,17013.0,Manufacture of paper and paper rolls not further processed
2182,83493,GOLDCOIN HEALTH FOODS LTD.,1.0,101040401000000.0,Wholesale trading,46302.0,Wholesale of raw milk & dairy products
2183,83497,GOLDCREST CORPORATION LTD.,1.0,101040801000000.0,Computer software,41001.0,Construction of buildings carried out on own-account basis or on a fee or contract basis
2184,83501,GOLDCREST SECURITIES LTD.,1.0,102050100000000.0,Securities broking,66120.0,Security and commodity contracts brokerage
2185,83514,GOLDEN AGRO-TECH INDS. LTD.,1.0,101012035000000.0,Organic chemicals,20119.0,Manufacture of organic and inorganic chemical compounds n.e.c.
2186,83529,GOLDEN CAPITAL SERVICES LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
2187,83532,GOLDEN CARPETS LTD.,1.0,101011590000000.0,Other textiles,1393.0,Manufacture of carpets and rugs
2188,83635,STYLAM INDUSTRIES LTD.,1.0,101012045010000.0,"Plastic tubes, pipes, fittings & sheets",22201.0,"Manufacture of semi-finished of plastic products (plastic plates, sheets, blocks, film, foil, strip etc.)"
2189,83640,GOLDEN LEGAND LEASING & FINANCE LTD.,2.0,102031500000000.0,Other asset financing services,64920.0,Other credit granting
2190,83686,GARBI FINVEST LTD.,2.0,102040000000000.0,Other fund based financial services,64990.0,"Other financial service activities, except insurance and pension funding activities, n.e.c."
2191,83687,GOLDEN PROTEINS LTD.,1.0,101043500000000.0,Diversified non-financial services,46909.0,Other non-specialised wholesale trade n.e.c.
2192,83700,U Y FINCORP LTD.,2.0,102040000000000.0,Other fund based financial services,64990.0,"Other financial service activities, except insurance and pension funding activities, n.e.c."
2193,83710,GOLDEN SOYA LTD.,1.0,101011101200000.0,Vegetable oils & products,10402.0,Manufacture of vegetable oils and fats excluding corn oil
2194,83732,GOLDEN TOURIST RESORTS & DEVELOPER LTD.,1.0,101040101000000.0,Hotels & restaurants,55101.0,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats"
2195,83783,GOLDIAM INTERNATIONAL LTD.,1.0,101012520000000.0,Gems & jewellery,32111.0,"Manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals or precious or semi-precious stones, or of combinations of precious metal and precious or semi-precious stones or of other materials"
2196,83807,GOLDLINE INTERNATIONAL FINVEST LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
2197,83845,A 1 CENTURY TRADES LTD.,2.0,102200000000000.0,Diversified financial services,64910.0,Financial leasing
2198,83911,GOLDSTONE TECHNOLOGIES LTD.,1.0,101040801000000.0,Computer software,62013.0,Providing software support and maintenance to the clients
2199,83912,OLECTRA GREENTECH LTD.,1.0,101014005150000.0,Miscellaneous electrical machinery,23934.0,Manufacture of electrical insulators and insulating fittings of ceramics
2200,83932,GOLDWON TEXTILES LTD.,1.0,101011505000000.0,Cloth,13911.0,Manufacture of knitted and crocheted cotton fabrics
2201,83955,GOLECHHA GLOBAL FINANCE LTD.,2.0,102040000000000.0,Other fund based financial services,64990.0,"Other financial service activities, except insurance and pension funding activities, n.e.c."
2202,83975,GOLKONDA ENGINEERING ENTERPRISES LTD.,1.0,101014005010000.0,Wires & cables,27320.0,"Manufacture of other electronic and electric wires and cables (insulated wire and cable made of steel, copper, aluminium)"
2203,83978,GOLKUNDA DIAMONDS & JEWELLERY LTD.,1.0,101012520000000.0,Gems & jewellery,32111.0,"Manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals or precious or semi-precious stones, or of combinations of precious metal and precious or semi-precious stones or of other materials"
2204,84039,K D J HOLIDAYSCAPES & RESORTS LTD.,1.0,101041590000000.0,Other miscellaneous services,94990.0,Activities of other membership organizations n.e.c.
2205,84080,GONTERMANN-PEIPERS (INDIA) LTD.,1.0,101013501100000.0,Steel,24105.0,Manufacture of hot-rolled and cold-rolled products of steel
2206,84124,GOODLUCK INDIA LTD.,1.0,101013501200000.0,Steel pipes & tubes,24311.0,"Manufacture of tubes, pipes and hollow profiles and of tube or pipe fittings of cast-iron/cast-steel"
2207,84147,GOOD VALUE IRRIGATION LTD.,1.0,101014001250000.0,Agricultural machinery,28219.0,Manufacture of other agricultural and forestry machinery n.e.c.
2208,84150,GOOD VALUE MKTG. CO. LTD.,1.0,101012015000000.0,Fertilisers,20129.0,Manufacture of other fertilizers n.e.c.
2209,84174,GOODEARTH FINANCIAL SERVICES LTD.,2.0,102200000000000.0,Diversified financial services,64910.0,Financial leasing
2210,84176,GOODEARTH INDUSTRIES LTD.,1.0,101012035000000.0,Organic chemicals,20119.0,Manufacture of organic and inorganic chemical compounds n.e.c.
2211,84181,GOODEARTH ORGANIC (INDIA) LTD.,1.0,101040401000000.0,Wholesale trading,46691.0,"Wholesale of industrial chemicals,"
2212,84205,KANSAI NEROLAC PAINTS LTD.,1.0,101013030000000.0,Paints & varnishes,20221.0,"Manufacture of paints and varnishes, enamels or lacquers"
2213,84275,GOODRICKE GROUP LTD.,1.0,101011101050000.0,Tea,10791.0,Processing and blending of tea including Manufacture of instant tea
2214,84374,GOODYEAR INDIA LTD.,1.0,101014502052000.0,Tyres & tubes,22119.0,Manufacture of rubber tyres and tubes n.e.c.
2215,84432,GOPAL IRON & STEELS CO. (GUJARAT) LTD.,1.0,101013501100000.0,Steel,24105.0,Manufacture of hot-rolled and cold-rolled products of steel
2216,84491,GOPALA POLYPLAST LTD.,1.0,101012045100000.0,Plastic packaging goods,22203.0,"Manufacture of plastic articles for the packing of goods (plastic bags, sacks, containers, boxes, cases, carboys, bottles etc.)"
2217,84570,GOPIKRISHNA GRANITES INDIA LTD.,1.0,101041510000000.0,Business services & consultancy,77.0,Rental and leasing activities
2218,84584,GOPLEE INFOTECH LTD.,1.0,101041510000000.0,Business services & consultancy,82990.0,Other business support service activities n.e.c.
2219,84608,GORADIA STEEL INDS. PVT. LTD.,1.0,101013501100000.0,Steel,24105.0,Manufacture of hot-rolled and cold-rolled products of steel
2220,84628,GORANI INDUSTRIES LTD.,1.0,101016000000000.0,Diversified manufacturing,34.0,Diversified
2221,84644,GORDON HERBERT (INDIA) LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
2222,84650,G W L PROPERTIES LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
2223,84719,GOTHI PLASCON (INDIA) LTD.,1.0,101041510000000.0,Business services & consultancy,77.0,Rental and leasing activities
2224,84909,GOVIND POY OXYGEN LTD.,1.0,101012001000000.0,Inorganic chemicals,20116.0,Manufacture of basic chemical elements
2225,84917,GOVIND RUBBER LTD.,1.0,101014590000000.0,Other transport equipment & ancillaries,22112.0,Manufacture of rubber tyres and tubes for cycles and cycle-rickshaws
2226,84940,RISA INTERNATIONAL LTD.,1.0,101040401000000.0,Wholesale trading,46411.0,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
2227,84962,GOWRA LEASING & FINANCE LTD.,2.0,102040000000000.0,Other fund based financial services,64990.0,"Other financial service activities, except insurance and pension funding activities, n.e.c."
2228,84999,GOYAL ASSOCIATES LTD.,2.0,102040000000000.0,Other fund based financial services,64990.0,"Other financial service activities, except insurance and pension funding activities, n.e.c."
2229,85031,G F L FINANCIALS INDIA LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
2230,85112,GRABAL ALOK IMPEX LTD. [MERGED],1.0,101011590000000.0,Other textiles,1312.0,Weaving of textiles
2231,85211,GRAHAM FIRTH STEEL PRODUCTS (INDIA) LTD.,1.0,101013501100000.0,Steel,24105.0,Manufacture of hot-rolled and cold-rolled products of steel
2232,85251,GRAN HEAL PHARMA LTD.,1.0,101012030000000.0,Drugs & pharmaceuticals,21004.0,Manufacture of homoeopathic or biochemic pharmaceutical preparations
2233,85276,GRAND FOUNDRY LTD.,1.0,101040401000000.0,Wholesale trading,46620.0,Wholesale of metals and metal ores
2234,85332,C F TECHNOLOGIES LTD.,1.0,101040801000000.0,Computer software,62013.0,Providing software support and maintenance to the clients
2235,85336,GRANDMA TRADING & AGENCIES LTD.,1.0,101040401000000.0,Wholesale trading,46909.0,Other non-specialised wholesale trade n.e.c.
2236,85379,GRANULES INDIA LTD.,1.0,101012030000000.0,Drugs & pharmaceuticals,2100.0,"Manufacture of pharmaceuticals, medicinal chemical and botanical products"
2237,85380,GRAPCO INDUSTRIES LTD.,1.0,101040401000000.0,Wholesale trading,46102.0,"Activities of commission agents dealing in wholesale trade inwood, paper, skin, leather and fur, fuel, petroleum products, chemicals, perfumery and cosmetics, glass, minerals, ores and metals"
2238,85383,GRAPCO MINING & CO. LTD.,1.0,101013025000000.0,Granite,8102.0,Quarrying of granite
2239,85397,GRAPHIC CHARTS LTD.,1.0,101012510000000.0,Books & cards,58112.0,"Publishing of atlases, maps and charts"
2240,85402,DOLLAR INDUSTRIES LTD.,1.0,101011520000000.0,Readymade garments,14309.0,Manufacture of other knitted and crocheted apparel including hosiery
2241,85430,GRAPHITE INDIA LTD. [MERGED],1.0,101014005150000.0,Miscellaneous electrical machinery,27900.0,Manufacture of other electrical equipment
2242,85433,GRAPHITE VICARB INDIA LTD. [MERGED],1.0,101020300000000.0,Minerals,8994.0,Mining of natural graphite
2243,85447,GRASIM INDUSTRIES LTD.,1.0,101011510000000.0,Man-made filaments & fibres,20302.0,Manufacture of synthetic or artificial filament staple fibre not textured
2244,85461,GRATEX INDUSTRIES LTD.,1.0,101015001100000.0,Paper products,17096.0,Manufacture of wall paper
2245,85467,GRAUER & WEIL (INDIA) LTD.,1.0,101012090000000.0,Other chemical products,20299.0,"Manufacture  of  various  other  chemical  products  n.e.c.(antiknock preparations, anti-freeze preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance used in manufacturing of pesticides and other chemical products)"
2246,85473,GRAVITY (INDIA) LTD.,1.0,101040401000000.0,Wholesale trading,46411.0,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
